date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2022-05-17,AR_F_105,0,1115,0,996,0,2111,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_F_112,0,6712,0,6221,0,12933,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_F_119,0,1767,0,1680,0,3447,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_F_126,0,1327,0,1279,0,2606,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G,13,428755,53,409338,66,838093,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_G_007,0,3571,0,3514,0,7085,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_014,0,7256,0,6603,0,13859,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_021,0,5945,0,5829,0,11774,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_028,0,10179,0,9585,0,19764,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_035,4,59520,8,54812,12,114332,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_042,0,4124,0,4509,0,8633,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_049,7,148488,21,140369,28,288857,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_056,0,12553,0,11374,0,23927,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_063,0,18370,1,18585,1,36955,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_070,0,7764,0,8098,0,15862,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_077,0,19268,4,18487,4,37755,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_G_084,0,3692,1,3545,1,7237,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_G_091,0,6422,0,6409,0,12831,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_098,0,7692,0,7316,0,15008,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_105,0,10033,1,9539,1,19572,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,AR_G_112,0,481,0,471,0,952,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_119,0,15278,11,14759,11,30037,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_126,0,6360,0,5921,0,12281,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_133,1,10106,1,9077,2,19183,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_140,0,4166,0,3988,0,8154,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_147,0,27111,1,26545,1,53656,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_154,0,1797,0,2133,0,3930,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_161,1,23026,2,21739,3,44765,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_168,0,4925,0,5677,0,10602,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_175,0,4587,0,4688,0,9275,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_182,0,1859,1,1826,1,3685,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_G_189,0,3783,2,3565,2,7348,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H,13,429671,105,355129,118,784800,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_007,0,12336,1,9619,1,21955,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_014,2,11240,16,9926,18,21166,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_021,0,36897,5,30675,5,67572,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_028,0,13490,1,11306,1,24796,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_036,0,10536,22,8945,22,19481,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_039,0,2573,0,2226,0,4799,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_043,0,4797,0,4212,0,9009,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_049,0,5009,1,3887,1,8896,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_056,0,6628,3,6119,3,12747,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_063,0,24595,2,19120,2,43715,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_070,0,8514,2,6636,2,15150,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_077,0,5522,0,4947,0,10469,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_084,0,22515,0,17656,0,40171,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_091,1,5976,0,4285,1,10261,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_098,3,22744,1,18481,4,41225,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_105,0,10952,4,8846,4,19798,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_112,0,7124,1,5759,1,12883,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_H_119,0,5531,0,4834,0,10365,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_126,1,5598,0,4946,1,10544,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_133,0,13027,0,10727,0,23754,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_140,6,166948,45,138922,51,305870,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_147,0,7151,0,6227,0,13378,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_154,0,7878,0,7223,0,15101,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,AR_H_161,0,1635,1,1463,1,3098,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_H_168,0,10011,1,7752,1,17763,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J,13,310578,36,284129,49,594707,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_007,0,11013,3,9744,3,20757,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_014,0,4394,1,4307,1,8701,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_021,0,4402,0,4215,0,8617,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_028,3,46115,2,42988,5,89103,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_035,1,16063,0,14103,1,30166,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_042,0,38483,3,34676,3,73159,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_049,0,3776,0,3581,0,7357,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_056,1,10644,1,10403,2,21047,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_063,0,5238,0,4913,0,10151,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_070,2,25054,9,21479,11,46533,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_077,4,52080,8,48185,12,100265,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_084,1,38553,0,35031,1,73584,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_091,1,5465,0,5357,1,10822,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_098,0,22673,4,20795,4,43468,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_105,0,10145,3,9265,3,19410,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_112,0,2410,0,2398,0,4808,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_119,0,2941,0,2817,0,5758,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_126,0,8049,2,7009,2,15058,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_J_133,0,2423,0,2328,0,4751,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K,0,168245,14,166968,14,335213,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_007,0,2261,0,2467,0,4728,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_014,0,1437,1,1439,1,2876,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_021,0,8217,0,8869,0,17086,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_K_028,0,730,0,833,0,1563,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_035,0,12625,0,12818,0,25443,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_K_042,0,7498,1,7810,1,15308,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_049,0,67611,3,64337,3,131948,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_K_056,0,1877,1,2015,1,3892,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_063,0,6389,1,6662,1,13051,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_070,0,10518,0,9470,0,19988,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_077,0,2115,0,2444,0,4559,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_K_084,0,4872,1,5288,1,10160,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_091,0,10726,0,10470,0,21196,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_098,0,5738,0,5832,0,11570,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_105,0,10509,9,11126,9,21635,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_K_112,0,14591,0,14605,0,29196,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L,7,151423,5,145483,12,296906,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_007,1,4868,0,4711,1,9579,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_014,0,1250,0,1156,0,2406,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_021,5,52434,3,50568,8,103002,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_028,0,3358,0,3400,0,6758,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_035,0,6045,1,5968,1,12013,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_042,0,398,0,345,0,743,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_049,0,1280,0,1205,0,2485,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_056,0,5458,0,5365,0,10823,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_070,0,3074,0,2856,0,5930,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_077,0,2991,0,2938,0,5929,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_098,0,4008,0,3896,0,7904,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_105,0,28610,1,26934,1,55544,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_112,0,5209,0,4806,0,10015,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_119,1,3365,0,3166,1,6531,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_126,0,4583,0,4386,0,8969,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_133,0,7736,0,7548,0,15284,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_140,0,5773,0,5554,0,11327,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_147,0,2020,0,1961,0,3981,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_L_154,0,7943,0,7760,0,15703,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,AR_M,0,742466,0,660540,0,1403006,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_007,4,46818,20,42831,24,89649,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_014,1,19270,1,16557,2,35827,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_021,9,76722,18,69503,27,146225,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_028,10,117083,50,103180,60,220263,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_035,1,19562,1,18150,2,37712,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_042,0,4635,0,4247,0,8882,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_049,10,88044,24,78131,34,166175,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_056,1,18058,6,14792,7,32850,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_063,3,56791,12,51370,15,108161,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,AR_M_070,0,77498,0,69494,0,146992,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_077,0,9931,17,8769,17,18700,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_084,1,25039,3,23966,4,49005,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_091,0,14251,3,12213,3,26464,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_098,3,53638,9,48563,12,102201,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_105,1,68690,0,57217,1,125907,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_112,0,7875,0,7451,0,15326,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_119,2,21752,14,19538,16,41290,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_M_126,1,14324,3,12428,4,26752,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N,20,405514,38,332334,58,737848,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_007,0,14742,0,11680,0,26422,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_014,1,17727,1,13544,2,31271,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_021,0,12255,1,10353,1,22608,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_028,5,129438,11,108460,16,237898,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_035,0,3484,1,2635,1,6119,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_042,0,32577,0,27782,0,60359,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_049,0,11813,2,8654,2,20467,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_056,1,20130,2,15253,3,35383,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_063,1,32279,2,27228,3,59507,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_070,1,17374,1,14363,2,31737,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_077,4,16751,4,13966,8,30717,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_084,1,14039,0,12025,1,26064,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_091,0,36075,2,28684,2,64759,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_098,0,19788,0,15872,0,35660,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_105,1,7603,1,6304,2,13907,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_112,5,9350,7,7216,12,16566,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_N_119,0,9524,3,7811,3,17335,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P,5,250180,43,224949,48,475129,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_007,0,5317,1,3723,1,9040,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_014,2,112869,13,104090,15,216959,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_021,0,8625,3,8005,3,16630,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_028,0,7153,1,5547,1,12700,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_035,1,33493,9,29144,10,62637,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_042,0,8743,1,7971,1,16714,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_049,2,39001,13,35677,15,74678,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_P_056,0,29838,2,27472,2,57310,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_P_063,0,4910,0,3104,0,8014,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q,14,268198,291,255361,305,523559,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_007,0,3917,3,3805,3,7722,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_014,0,7399,9,6983,9,14382,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_021,0,824,4,797,4,1621,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_028,0,2036,7,2079,7,4115,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_035,6,178865,185,169591,191,348456,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_042,0,6678,9,6448,9,13126,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_049,1,7371,13,7277,14,14648,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_056,3,15308,16,13933,19,29241,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_063,0,3038,10,3225,10,6263,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_070,0,5973,8,5645,8,11618,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_077,1,3243,0,3230,1,6473,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_084,0,2286,3,2357,3,4643,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_091,1,11038,1,10693,2,21731,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_098,0,2059,2,1979,2,4038,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_105,2,3250,8,3226,10,6476,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_Q_112,0,14606,13,13822,13,28428,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R,10,282829,58,259002,68,541831,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_007,1,22728,4,20356,5,43084,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_014,1,15084,7,14316,8,29400,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_021,4,64360,20,59691,24,124051,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_028,0,3094,0,2792,0,5886,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_035,0,1603,1,1491,1,3094,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_042,2,144406,21,131269,23,275675,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_049,0,1488,0,1411,0,2899,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_063,1,5343,1,4982,2,10325,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_070,0,3442,0,3243,0,6685,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_077,0,12900,2,11799,2,24699,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_R_084,0,1971,0,1859,0,3830,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_R_091,1,5677,2,5134,3,10811,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S,8,1360736,30,1267778,38,2628514,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_007,0,19353,0,18493,0,37846,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_014,0,34966,0,33068,0,68034,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_021,2,71369,0,67535,2,138904,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_028,0,36724,2,35415,2,72139,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_035,0,9585,0,8756,0,18341,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_042,0,76056,0,71853,0,147909,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_049,0,75301,4,67591,4,142892,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_056,0,29146,0,28094,0,57240,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_063,2,194902,5,179256,7,374158,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_070,0,45115,2,42702,2,87817,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_077,0,13191,1,11902,1,25093,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_084,4,526783,11,488806,15,1015589,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_091,0,36450,0,34457,0,70907,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_098,0,13224,0,12082,0,25306,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_105,0,32805,0,31402,0,64207,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_112,0,19190,1,18244,1,37434,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_119,0,76627,2,71998,2,148625,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_126,0,27339,0,26259,0,53598,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_S_133,0,21991,2,19336,2,41327,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T,7,648287,105,572917,112,1221204,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_007,0,18281,0,15711,0,33992,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_014,0,90622,7,77091,7,167713,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_021,0,33104,2,30295,2,63399,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_028,0,15528,1,14353,1,29881,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_035,0,6592,0,6144,0,12736,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_042,0,13935,2,12843,2,26778,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_049,0,8615,1,8152,1,16767,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_056,0,25011,0,22143,0,47154,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_063,0,29097,2,26116,2,55213,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_070,0,29150,5,27454,5,56604,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_077,0,26283,5,24584,5,50867,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_084,3,215854,56,189025,59,404879,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_091,0,14699,3,13585,3,28284,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_098,0,7746,0,7319,0,15065,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_105,0,59589,9,50994,9,110583,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_112,0,8358,5,7322,5,15680,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_T_119,2,39418,7,35630,9,75048,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U,4,205854,40,179070,44,384924,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_007,1,34665,5,28755,6,63420,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_014,0,8978,0,7926,0,16904,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_021,1,82261,29,74372,30,156633,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_U_028,0,728,0,611,0,1339,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_035,1,18626,1,16390,2,35016,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_042,0,3726,0,3094,0,6820,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,AR_U_070,0,667,0,609,0,1276,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_077,1,43770,4,36394,5,80164,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_084,0,2244,1,2079,1,4323,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_091,0,5558,0,4654,0,10212,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_U_098,0,1980,1,1830,1,3810,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_U_105,0,641,0,545,0,1186,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_V,3,69017,16,63656,19,132673,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_V_007,1,36693,7,33974,8,70667,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_V_014,2,30326,8,27964,10,58290,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,AR_V_028,0,76,0,73,0,149,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_W,5,450959,80,396301,85,847260,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_W_007,0,16008,5,13120,5,29128,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,AR_W_014,0,1141,0,1065,0,2206,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_W_021,0,164540,2,148487,2,313027,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_W_028,0,9812,0,8870,0,18682,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,AR_W_035,0,19859,28,17783,28,37642,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,AR_W_042,0,6235,0,5167,0,11402,,,,,,,,,,,,,,,,,,,,,,,,
